0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles  & Auto Components,54788,0,54788,8230,0,8230,-21,0,-21,-3,0,-3,16,0,16,2,0,2,57547,0,57547,9021,0,9021
2,Total Financial Services,265119,31099,296218,39823,4671,44494,-4606,-1653,-6260,-692,-248,-940,1318,-832,486,207,-130,76,298869,30411,329280,46853,4767,51620
2a,Banks,152184,164,152348,22859,25,22884,-3723,0,-3723,-559,0,-559,927,0,927,145,0,145,172323,164,172487,27015,26,27040
2b,Other  Financial Services1,112935,30935,143870,16964,4647,21610,-884,-1653,-2537,-133,-248,-381,391,-832,-441,61,-130,-69,126546,30247,156793,19838,4742,24580
3,Capital  Goods,52758,393,53151,7925,59,7984,-539,0,-539,-81,0,-81,448,0,448,70,0,70,59368,393,59761,9307,62,9369
4,Chemicals  & Petrochemicals,8192,4,8196,1230,1,1231,26,0,26,4,0,4,79,0,79,12,0,12,8720,4,8724,1367,1,1368
5,Coal,8728,0,8728,1311,0,1311,-204,0,-204,-31,0,-31,105,0,105,16,0,16,10175,0,10175,1595,0,1595
6,Commercial  Services & Supplies,4700,0,4700,706,0,706,3,0,3,0,0,0,-21,0,-21,-3,0,-3,4707,0,4707,738,0,738
7,Construction  Materials,22244,0,22244,3341,0,3341,0,0,0,0,0,0,136,0,136,21,0,21,24729,0,24729,3877,0,3877
8,Consumer  Durables,3316,0,3316,498,0,498,65,0,65,10,0,10,25,0,25,4,0,4,3480,0,3480,546,0,546
9,Diversified2,2507,0,2507,377,0,377,-40,0,-40,-6,0,-6,27,0,27,4,0,4,2660,0,2660,417,0,417
10,Diversified  Consumer Services,126,0,126,19,0,19,-1,0,-1,0,0,0,-2,0,-2,0,0,0,148,0,148,23,0,23
11,"Food,  Beverages & Tobacco",78923,100,79023,11855,15,11870,-1040,0,-1040,-156,0,-156,264,-10,254,41,-2,40,86330,90,86420,13534,14,13548
