0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on September 15, 2016","AUC as on September 15, 2016","AUC as on September 15, 2016","AUC as on September 15, 2016","AUC as on September 15, 2016","AUC as on September 15, 2016","Net Investment September 01-15, 2016","Net Investment September 01-15, 2016","Net Investment September 01-15, 2016","Net Investment September 01-15, 2016","Net Investment September 01-15, 2016","Net Investment September 01-15, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,147474,317,147792,22003,47,22050,394,0,394,59,0,59,1836,0,1836,275,0,275,149496,317,149813,22427,48,22474
2,Total Financial Services,474749,39290,514039,70832,5862,76694,227,-1910,-1683,34,-285,-251,2658,210,2868,399,32,430,470944,39002,509946,70649,5851,76500
2a,Banks,220679,2358,223037,32925,352,33277,357,-17,340,53,-3,51,2546,219,2766,382,33,415,218627,2590,221217,32798,388,33186
2b,Other Financial Services1,254070,36932,291002,37907,5510,43417,-130,-1893,-2023,-19,-282,-302,112,-9,102,17,-1,15,252317,36412,288729,37852,5462,43314
3,Capital Goods,128784,848,129631,19214,126,19341,151,0,151,23,0,23,97,0,97,15,0,15,127832,848,128680,19177,127,19304
4,Chemicals & Petrochemicals,31601,0,31601,4715,0,4715,41,0,41,6,0,6,-158,0,-158,-24,0,-24,31083,0,31083,4663,0,4663
5,Coal,16286,0,16286,2430,0,2430,-277,0,-277,-41,0,-41,-111,0,-111,-17,0,-17,15967,0,15967,2395,0,2395
6,Commercial Services & Supplies,5019,200,5219,749,30,779,36,0,36,5,0,5,-16,0,-16,-2,0,-2,4742,200,4942,711,30,741
7,Construction Materials,54445,849,55294,8123,127,8250,95,0,95,14,0,14,-25,50,26,-4,8,4,54031,899,54930,8106,135,8240
8,Consumer Durables,6264,0,6264,935,0,935,-42,0,-42,-6,0,-6,18,0,18,3,0,3,6500,0,6500,975,0,975
9,Diversified2,3850,0,3850,574,0,574,22,0,22,3,0,3,19,0,19,3,0,3,3855,0,3855,578,0,578
10,Diversified Consumer Services,263,0,263,39,0,39,-1,0,-1,0,0,0,-5,0,-5,-1,0,-1,240,0,240,36,0,36
