0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on September 15, 2012","AUC as on September 15, 2012","AUC as on September 15, 2012","AUC as on September 15, 2012","AUC as on September 15, 2012","AUC as on September 15, 2012","Net Investment  September 1-15, 2012","Net Investment  September 1-15, 2012","Net Investment  September 1-15, 2012","Net Investment  September 1-15, 2012","Net Investment  September 1-15, 2012","Net Investment  September 1-15, 2012","Net  Investment  September 16-30, 2012","Net  Investment  September 16-30, 2012","Net  Investment  September 16-30, 2012","Net  Investment  September 16-30, 2012","Net  Investment  September 16-30, 2012","Net  Investment  September 16-30, 2012","AUC  as on September 30, 2012","AUC  as on September 30, 2012","AUC  as on September 30, 2012","AUC  as on September 30, 2012","AUC  as on September 30, 2012","AUC  as on September 30, 2012"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,49037,0,49037,8960,0,8960,-146,0,-146,-27,0,-27,917,0,917,174,0,174,52475,0,52475,9958,0,9958
2,Total Financial Services,290183,33540,323723,53024,6129,59152,1223,-125,1098,223,-23,201,5527,207,5734,1049,39,1088,311995,33213,345209,59206,6303,65508
2a,Banks,161303,0,161303,29474,0,29474,140,0,140,26,0,26,3879,0,3879,736,0,736,177425,0,177425,33669,0,33669
2b,Other Financial Services1,128880,33540,162420,23550,6129,29678,1083,-125,958,198,-23,175,1648,207,1855,313,39,352,134570,33213,167784,25537,6303,31839
3,Capital Goods,61460,525,61985,11230,96,11326,19,0,19,4,0,4,1395,28,1424,265,5,270,66857,537,67393,12687,102,12789
4,Chemicals & Petrochemicals,8556,11,8566,1563,2,1565,65,0,66,12,0,12,85,0,85,16,0,16,8555,11,8566,1623,2,1625
5,Coal,13867,0,13867,2534,0,2534,25,0,25,5,0,5,-14,0,-14,-3,0,-3,13106,0,13106,2487,0,2487
