0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,,,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
,,"AUC as on October 15, 2014","AUC as on October 15, 2014","AUC as on October 15, 2014","AUC as on October 15, 2014","AUC as on October 15, 2014","AUC as on October 15, 2014","Net Investment October 01-15, 2014","Net Investment October 01-15, 2014","Net Investment October 01-15, 2014","Net Investment October 01-15, 2014","Net Investment October 01-15, 2014","Net Investment October 01-15, 2014","Net Investment October 16-31, 2014","Net Investment October 16-31, 2014","Net Investment October 16-31, 2014","Net Investment October 16-31, 2014","Net Investment October 16-31, 2014","Net Investment October 16-31, 2014","AUC as on October 31, 2014","AUC as on October 31, 2014","AUC as on October 31, 2014","AUC as on October 31, 2014","AUC as on October 31, 2014","AUC as on October 31, 2014","October 31, 2014"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"October 31, 2014"
Sr.  No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"October 31, 2014"
1,Automobiles & Auto  Components,105913,100,106013,17332,16,17349,-142,0,-142,-23,0,-23,388,0,388,63,0,63,112501,100,112601,18320,16,18337,"October 31, 2014"
2,Total Financial Services,429859,48936,478794,70344,8008,78352,-432,3270,2837,-71,535,464,1112,2896,4009,181,472,653,468575,51929,520504,76305,8456,84762,"October 31, 2014"
2a,Banks,244918,118,245036,40080,19,40099,-231,0,-231,-38,0,-38,844,15,859,137,2,140,265591,133,265724,43250,22,43272,"October 31, 2014"
2b,Other Financial Services1,184941,48818,233759,30265,7989,38253,-202,3270,3068,-33,535,502,269,2881,3150,44,469,513,202984,51796,254780,33055,8435,41490,"October 31, 2014"
3,Capital Goods,102953,401,103355,16848,66,16913,-188,0,-188,-31,0,-31,223,0,223,36,0,36,113470,401,113872,18478,65,18543,"October 31, 2014"
4,Chemicals &  Petrochemicals,17760,150,17910,2906,25,2931,-32,0,-32,-5,0,-5,-64,0,-64,-10,0,-10,18249,150,18399,2972,24,2996,"October 31, 2014"
5,Coal,12023,0,12023,1968,0,1968,-13,0,-13,-2,0,-2,28,0,28,5,0,5,12889,0,12889,2099,0,2099,"October 31, 2014"
6,Commercial Services &  Supplies,13084,200,13284,2141,33,2174,-42,-402,-444,-7,-66,-73,-193,0,-193,-31,0,-31,13772,200,13972,2243,33,2275,"October 31, 2014"
7,Construction Materials,35172,770,35942,5756,126,5882,-133,150,17,-22,25,3,-18,-125,-144,-3,-20,-23,37514,645,38159,6109,105,6214,"October 31, 2014"
8,Consumer Durables,6779,0,6779,1109,0,1109,-13,0,-13,-2,0,-2,-64,0,-64,-10,0,-10,6777,0,6777,1104,0,1104,"October 31, 2014"
9,Diversified2,4199,0,4199,687,0,687,6,0,6,1,0,1,36,0,36,6,0,6,4352,0,4352,709,0,709,"October 31, 2014"
10,Diversified Consumer  Services,380,0,380,62,0,62,4,0,4,1,0,1,4,0,4,1,0,1,367,0,367,60,0,60,"October 31, 2014"
11,"Food, Beverages &  Tobacco",88438,0,88438,14472,0,14472,-198,0,-198,-32,0,-32,-47,0,-47,-8,0,-8,91724,0,91724,14937,0,14937,"October 31, 2014"
12,Forest Materials,818,0,818,134,0,134,-1,0,-1,0,0,0,-2,0,-2,0,0,0,882,0,882,144,0,144,"October 31, 2014"
13,General Industrials,11535,0,11535,1888,0,1888,-92,0,-92,-15,0,-15,-74,0,-74,-12,0,-12,12176,0,12176,1983,0,1983,"October 31, 2014"
14,Hardware Technology &  Equipment,111,0,111,18,0,18,-4,0,-4,-1,0,-1,-2,0,-2,0,0,0,103,0,103,17,0,17,"October 31, 2014"
15,Healthcare Equipment &  Supplies,115,0,115,19,0,19,-4,0,-4,-1,0,-1,-5,0,-5,-1,0,-1,108,0,108,18,0,18,"October 31, 2014"
16,Healthcare Services,6641,125,6766,1087,20,1107,1,0,1,0,0,0,20,0,20,3,0,3,6961,125,7086,1134,20,1154,"October 31, 2014"
17,"Hotels, Restaurants &  Tourism",6907,0,6907,1130,0,1130,-9,0,-9,-1,0,-1,-34,0,-34,-6,0,-6,7112,0,7112,1158,0,1158,"October 31, 2014"
18,Household & Personal  Products,56073,0,56073,9176,0,9176,45,0,45,7,0,7,3,175,178,0,28,29,57793,175,57968,9411,28,9440,"October 31, 2014"
19,Media,24539,847,25386,4016,139,4154,216,-5,211,35,-1,35,130,-16,114,21,-3,19,26282,833,27114,4280,136,4415,"October 31, 2014"
20,Metals & Mining,48925,494,49419,8006,81,8087,-540,0,-540,-88,0,-88,-616,210,-406,-100,34,-66,51217,805,52021,8340,131,8471,"October 31, 2014"
21,Oil & Gas,107995,1241,109236,17673,203,17876,102,-160,-58,17,-26,-9,-124,70,-54,-20,11,-9,111302,1311,112613,18125,214,18338,"October 31, 2014"
22,Pharmaceuticals &  Biotechnology,130211,25,130236,21308,4,21312,258,0,258,42,0,42,218,0,218,36,0,36,137041,25,137066,22316,4,22321,"October 31, 2014"
23,Realty,14874,325,15199,2434,53,2487,-120,39,-81,-20,6,-13,-198,0,-198,-32,0,-32,15967,325,16292,2600,53,2653,"October 31, 2014"
24,Retailing,5684,0,5684,930,0,930,-42,0,-42,-7,0,-7,173,0,173,28,0,28,5792,0,5792,943,0,943,"October 31, 2014"
25,Software & Services,276466,0,276466,45242,0,45242,-507,0,-507,-83,0,-83,-737,0,-737,-120,0,-120,274464,0,274464,44695,0,44695,"October 31, 2014"
26,Telecom Services,48995,460,49455,8018,75,8093,-118,0,-118,-19,0,-19,-72,0,-72,-12,0,-12,49961,460,50421,8136,75,8211,"October 31, 2014"
27,Telecommunications  Equipment,185,0,185,30,0,30,0,0,0,0,0,0,2,0,2,0,0,0,176,0,176,29,0,29,"October 31, 2014"
28,"Textiles, Apparels &  Accessories",24689,0,24689,4040,0,4040,-25,0,-25,-4,0,-4,-55,0,-55,-9,0,-9,25096,0,25096,4087,0,4087,"October 31, 2014"
29,Transportation,25688,22,25710,4204,4,4207,33,10,43,5,2,7,108,-5,103,18,-1,17,27238,17,27255,4436,3,4438,"October 31, 2014"
29 a,Airlines,91,0,91,15,0,15,-2,0,-2,0,0,0,-1,0,-1,0,0,0,90,0,90,15,0,15,"October 31, 2014"
29 b,Logistics,2090,0,2090,342,0,342,-1,0,-1,0,0,0,86,0,86,14,0,14,2312,0,2312,377,0,377,"October 31, 2014"
29 c,Marine Port & Services,12876,0,12876,2107,0,2107,13,0,13,2,0,2,78,0,78,13,0,13,13936,0,13936,2269,0,2269,"October 31, 2014"
29 d,Roads & Highways,2262,22,2284,370,4,374,23,10,33,4,2,5,51,-5,46,8,-1,7,2499,17,2516,407,3,410,"October 31, 2014"
29 e,Shipping,1579,0,1579,258,0,258,-1,0,-1,0,0,0,-25,0,-25,-4,0,-4,1536,0,1536,250,0,250,"October 31, 2014"
29 f,Surface Transportation,28,0,28,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,35,0,35,6,0,6,"October 31, 2014"
29 g,Transport Related Services,6761,0,6761,1106,0,1106,2,0,2,0,0,0,-84,0,-84,-14,0,-14,6831,0,6831,1112,0,1112,"October 31, 2014"
30,Utilities3,67423,1333,68756,11034,218,11252,-122,70,-51,-20,12,-8,291,603,894,47,98,146,73225,2071,75296,11924,337,12262,"October 31, 2014"
31,Sovereign,0,143997,143997,0,23564,23564,0,4613,4613,0,755,755,0,1231,1231,0,200,200,0,145995,145995,0,23775,23775,"October 31, 2014"
32,Others4,133471,58318,191789,21842,9544,31385,133,1654,1787,22,271,292,376,3626,4002,61,590,652,140881,61863,202744,22942,10074,33016,"October 31, 2014"
,Grand Total,1807906,257744,2065649,295855,42179,338034,-1979,9239,7261,-324,1512,1188,807,8664,9471,131,1411,1542,1903966,267430,2171396,310052,43550,353602,"October 31, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
1 'Other Financial Services'  includes Financial Sector other than,1 'Other Financial Services'  includes Financial Sector other than,1 'Other Financial Services'  includes Financial Sector other than,1 'Other Financial Services'  includes Financial Sector other than,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
'Bank'. Sub-category under 'Other Financial  Services' are as,'Bank'. Sub-category under 'Other Financial  Services' are as,'Bank'. Sub-category under 'Other Financial  Services' are as,'Bank'. Sub-category under 'Other Financial  Services' are as,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
follows:,follows:,follows:,follows:,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Financial Institutions,- Financial Institutions,- Financial Institutions,- Financial Institutions,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Holding Companies,- Holding Companies,- Holding Companies,- Holding Companies,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Housing Finance Companies,- Housing Finance Companies,- Housing Finance Companies,- Housing Finance Companies,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Investment Companies,- Investment Companies,- Investment Companies,- Investment Companies,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Other Finance companies (including NBFCs),- Other Finance companies (including NBFCs),- Other Finance companies (including NBFCs),- Other Finance companies (including NBFCs),,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
2 AS per BSE  Classification Companies under 'Diversified' are as,2 AS per BSE  Classification Companies under 'Diversified' are as,2 AS per BSE  Classification Companies under 'Diversified' are as,2 AS per BSE  Classification Companies under 'Diversified' are as,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
follows:,follows:,follows:,follows:,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Mercator Limited,- Mercator Limited,- Mercator Limited,- Mercator Limited,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Kutch Salt & Allied Industries Ltd.,- Kutch Salt & Allied Industries Ltd.,- Kutch Salt & Allied Industries Ltd.,- Kutch Salt & Allied Industries Ltd.,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- SVARTCORP,- SVARTCORP,- SVARTCORP,- SVARTCORP,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Advanced Micronic Devices Ltd.,- Advanced Micronic Devices Ltd.,- Advanced Micronic Devices Ltd.,- Advanced Micronic Devices Ltd.,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- VBC Industries Ltd,- VBC Industries Ltd,- VBC Industries Ltd,- VBC Industries Ltd,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Cosco (India) ltd.,- Cosco (India) ltd.,- Cosco (India) ltd.,- Cosco (India) ltd.,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- DCM Shriram Consolidated Ltd.,- DCM Shriram Consolidated Ltd.,- DCM Shriram Consolidated Ltd.,- DCM Shriram Consolidated Ltd.,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
- Cimmco Ltd,- Cimmco Ltd,- Cimmco Ltd,- Cimmco Ltd,,,,,,,,,,,,,,,,,,,,,,,"October 31, 2014"
