0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","October 15, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"October 15, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"October 15, 2015"
1,Automobiles & Auto Components,113073,0,113073,17199,0,17199,920,0,920,140,0,140,929,0,929,143,0,143,115640,0,115640,17839,0,17839,"October 15, 2015"
2,Total Financial Services,399052,59127,458179,60700,8994,69694,170,1514,1684,26,230,256,484,-1030,-546,75,-159,-84,408383,55147,463530,62999,8507,71506,"October 15, 2015"
2a,Banks,175100,2145,177245,26634,326,26961,-70,-15,-85,-11,-2,-13,120,-16,105,19,-2,16,177668,2138,179806,27408,330,27738,"October 15, 2015"
2b,Other Financial Services1,223952,56982,280934,34065,8668,42733,240,1530,1769,36,233,269,364,-1015,-651,56,-157,-100,230715,53009,283724,35591,8177,43768,"October 15, 2015"
3,Capital Goods,102639,1467,104106,15612,223,15836,-119,240,122,-18,37,18,749,0,749,116,0,116,112103,1467,113570,17293,226,17520,"October 15, 2015"
4,Chemicals & Petrochemicals,22612,0,22612,3440,0,3440,-47,960,913,-7,146,139,-32,0,-32,-5,0,-5,23240,0,23240,3585,0,3585,"October 15, 2015"
5,Coal,18880,0,18880,2872,0,2872,-391,0,-391,-59,0,-59,-170,0,-170,-26,0,-26,19565,0,19565,3018,0,3018,"October 15, 2015"
6,Commercial Services & Supplies,4506,200,4706,685,30,716,-4,2400,2396,-1,365,365,18,0,18,3,0,3,5160,200,5360,796,31,827,"October 15, 2015"
7,Construction Materials,36484,1030,37514,5550,157,5706,-447,120,-327,-68,18,-50,-378,0,-378,-58,0,-58,37883,1030,38913,5844,159,6003,"October 15, 2015"
8,Consumer Durables,4360,0,4360,663,0,663,31,480,511,5,73,78,4,0,4,1,0,1,4685,0,4685,723,0,723,"October 15, 2015"
9,Diversified2,5502,0,5502,837,0,837,-96,120,24,-15,18,4,15,0,15,2,0,2,5590,0,5590,862,0,862,"October 15, 2015"
10,Diversified Consumer Services,546,0,546,83,0,83,-4,0,-4,-1,0,-1,-10,0,-10,-1,0,-1,552,0,552,85,0,85,"October 15, 2015"
11,"Food, Beverages & Tobacco",92915,0,92915,14133,0,14133,-175,1080,905,-27,164,138,298,0,298,46,0,46,97239,0,97239,15001,0,15001,"October 15, 2015"
12,Forest Materials,989,0,989,150,0,150,5,120,125,1,18,19,-1,0,-1,0,0,0,1105,0,1105,170,0,170,"October 15, 2015"
13,General Industrials,14585,385,14970,2219,59,2277,-232,480,248,-35,73,38,130,0,130,20,0,20,15112,385,15497,2331,59,2391,"October 15, 2015"
14,Hardware Technology & Equipment,45,0,45,7,0,7,0,240,240,0,37,37,0,0,0,0,0,0,64,0,64,10,0,10,"October 15, 2015"
15,Healthcare Equipment & Supplies,61,0,61,9,0,9,0,120,120,0,18,18,0,0,0,0,0,0,70,0,70,11,0,11,"October 15, 2015"
16,Healthcare Services,9510,0,9510,1447,0,1447,54,120,174,8,18,26,43,0,43,7,0,7,9546,0,9546,1473,0,1473,"October 15, 2015"
17,"Hotels, Restaurants & Tourism",7871,0,7871,1197,0,1197,-61,120,59,-9,18,9,-125,0,-125,-19,0,-19,7915,0,7915,1221,0,1221,"October 15, 2015"
18,Household & Personal Products,67989,136,68125,10342,21,10362,-798,0,-798,-121,0,-121,-143,0,-143,-22,0,-22,66371,136,66507,10239,21,10260,"October 15, 2015"
19,Media,28456,675,29131,4328,103,4431,152,0,152,23,0,23,134,-1,133,21,0,21,29788,669,30457,4595,103,4698,"October 15, 2015"
20,Metals & Mining,20234,1527,21761,3078,232,3310,-251,274,22,-38,42,3,20,-320,-300,3,-49,-46,23305,1206,24511,3595,186,3781,"October 15, 2015"
