0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","AUC as on October 15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 01-15, 2015","Net Investment October 16-31, 2015","Net Investment October 16-31, 2015","Net Investment October 16-31, 2015","Net Investment October 16-31, 2015","Net Investment October 16-31, 2015","Net Investment October 16-31, 2015","AUC as on October 31, 2015","AUC as on October 31, 2015","AUC as on October 31, 2015","AUC as on October 31, 2015","AUC as on October 31, 2015","AUC as on October 31, 2015","October 31, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"October 31, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"October 31, 2015"
1,Automobiles & Auto Components,115640,0,115640,17839,0,17839,929,0,929,143,0,143,544,0,544,83,0,83,114329,0,114329,17529,0,17529,"October 31, 2015"
2,Total Financial Services,408383,55147,463530,62999,8507,71506,484,-1030,-546,75,-159,-84,579,1303,1882,89,200,288,405151,56730,461881,62118,8698,70815,"October 31, 2015"
2a,Banks,177668,2138,179806,27408,330,27738,120,-16,105,19,-2,16,31,49,80,5,8,12,179314,2163,181478,27492,332,27824,"October 31, 2015"
2b,Other Financial Services1,230715,53009,283724,35591,8177,43768,364,-1015,-651,56,-157,-100,548,1254,1802,84,192,276,225836,54567,280403,34625,8366,42991,"October 31, 2015"
3,Capital Goods,112103,1467,113570,17293,226,17520,749,0,749,116,0,116,883,24,907,135,4,139,109327,1491,110818,16762,229,16991,"October 31, 2015"
4,Chemicals & Petrochemicals,23240,0,23240,3585,0,3585,-32,0,-32,-5,0,-5,127,0,127,19,0,19,23113,0,23113,3544,0,3544,"October 31, 2015"
5,Coal,19565,0,19565,3018,0,3018,-170,0,-170,-26,0,-26,-226,0,-226,-35,0,-35,18048,0,18048,2767,0,2767,"October 31, 2015"
6,Commercial Services & Supplies,5160,200,5360,796,31,827,18,0,18,3,0,3,1,0,1,0,0,0,4932,200,5132,756,31,787,"October 31, 2015"
7,Construction Materials,37883,1030,38913,5844,159,6003,-378,0,-378,-58,0,-58,-155,0,-155,-24,0,-24,37614,980,38594,5767,150,5917,"October 31, 2015"
8,Consumer Durables,4685,0,4685,723,0,723,4,0,4,1,0,1,62,0,62,10,0,10,4744,0,4744,727,0,727,"October 31, 2015"
9,Diversified2,5590,0,5590,862,0,862,15,0,15,2,0,2,-4,0,-4,-1,0,-1,5430,0,5430,833,0,833,"October 31, 2015"
10,Diversified Consumer Services,552,0,552,85,0,85,-10,0,-10,-1,0,-1,-13,0,-13,-2,0,-2,500,0,500,77,0,77,"October 31, 2015"
11,"Food, Beverages & Tobacco",97239,0,97239,15001,0,15001,298,0,298,46,0,46,355,0,355,54,0,54,95391,0,95391,14625,0,14625,"October 31, 2015"
12,Forest Materials,1105,0,1105,170,0,170,-1,0,-1,0,0,0,22,0,22,3,0,3,1093,0,1093,168,0,168,"October 31, 2015"
13,General Industrials,15112,385,15497,2331,59,2391,130,0,130,20,0,20,-89,0,-89,-14,0,-14,14657,385,15042,2247,59,2306,"October 31, 2015"
14,Hardware Technology & Equipment,64,0,64,10,0,10,0,0,0,0,0,0,-2,0,-2,0,0,0,59,0,59,9,0,9,"October 31, 2015"
15,Healthcare Equipment & Supplies,70,0,70,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,57,0,57,9,0,9,"October 31, 2015"
16,Healthcare Services,9546,0,9546,1473,0,1473,43,0,43,7,0,7,-23,0,-23,-4,0,-4,8728,0,8728,1338,0,1338,"October 31, 2015"
17,"Hotels, Restaurants & Tourism",7915,0,7915,1221,0,1221,-125,0,-125,-19,0,-19,-127,0,-127,-20,0,-20,7881,0,7881,1208,0,1208,"October 31, 2015"
18,Household & Personal Products,66371,136,66507,10239,21,10260,-143,0,-143,-22,0,-22,-195,0,-195,-30,0,-30,66637,137,66775,10217,21,10238,"October 31, 2015"
19,Media,29788,669,30457,4595,103,4698,134,-1,133,21,0,21,-26,0,-26,-4,0,-4,29054,669,29724,4455,103,4557,"October 31, 2015"
20,Metals & Mining,23305,1206,24511,3595,186,3781,20,-320,-300,3,-49,-46,-47,5,-42,-7,1,-6,22700,1214,23914,3480,186,3666,"October 31, 2015"
21,Oil & Gas,97949,449,98398,15110,69,15179,461,0,461,71,0,71,452,-215,237,69,-33,36,99437,234,99671,15246,36,15282,"October 31, 2015"
22,Pharmaceuticals & Biotechnology,190897,0,190897,29449,0,29449,570,0,570,88,0,88,605,0,605,93,0,93,190539,0,190539,29213,0,29213,"October 31, 2015"
23,Realty,15521,285,15805,2394,44,2438,54,0,54,8,0,8,16,10,26,2,2,4,14757,285,15042,2263,44,2306,"October 31, 2015"
24,Retailing,7033,0,7033,1085,0,1085,47,0,47,7,0,7,-20,0,-20,-3,0,-3,6687,0,6687,1025,0,1025,"October 31, 2015"
25,Software & Services,253801,0,253801,39152,0,39152,-260,0,-260,-40,0,-40,880,0,880,135,0,135,260844,0,260844,39993,0,39993,"October 31, 2015"
26,Telecom Services,44713,3264,47977,6898,504,7401,-154,-304,-458,-24,-47,-71,-130,-10,-141,-20,-2,-22,43084,3245,46329,6606,497,7103,"October 31, 2015"
27,Telecommunications Equipment,214,0,214,33,0,33,-2,0,-2,0,0,0,2,0,2,0,0,0,217,0,217,33,0,33,"October 31, 2015"
28,"Textiles, Apparels & Accessories",29586,0,29586,4564,0,4564,120,0,120,19,0,19,81,0,81,12,0,12,29547,0,29547,4530,0,4530,"October 31, 2015"
29,Transportation,42755,726,43481,6596,112,6708,227,0,227,35,0,35,-283,0,-283,-43,0,-43,38939,726,39666,5970,111,6082,"October 31, 2015"
29 a,Airlines,206,699,905,32,108,140,35,0,35,5,0,5,12,0,12,2,0,2,273,699,972,42,107,149,"October 31, 2015"
29 b,Logistics,3181,1,3182,491,0,491,169,0,169,26,0,26,64,0,64,10,0,10,3391,1,3392,520,0,520,"October 31, 2015"
29 c,Marine Port & Services,26685,0,26685,4117,0,4117,-76,0,-76,-12,0,-12,-241,0,-241,-37,0,-37,23649,0,23649,3626,0,3626,"October 31, 2015"
29 d,Roads & Highways,2902,26,2928,448,4,452,85,0,85,13,0,13,9,0,9,1,0,1,2810,26,2836,431,4,435,"October 31, 2015"
29 e,Shipping,1343,0,1343,207,0,207,-9,0,-9,-1,0,-1,7,0,7,1,0,1,1408,0,1408,216,0,216,"October 31, 2015"
29 f,Surface Transportation,58,0,58,9,0,9,-7,0,-7,-1,0,-1,0,0,0,0,0,0,54,0,54,8,0,8,"October 31, 2015"
29 g,Transport Related Services,8379,0,8379,1293,0,1293,30,0,30,5,0,5,-134,0,-134,-21,0,-21,7355,0,7355,1128,0,1128,"October 31, 2015"
30,Utilities3,56903,5957,62860,8778,919,9697,115,14,129,18,2,20,37,1329,1366,6,204,209,56794,7182,63977,8708,1101,9809,"October 31, 2015"
31,Sovereign,0,166719,166719,0,25719,25719,0,11403,11403,0,1759,1759,0,2377,2377,0,364,364,0,170114,170114,0,26082,26082,"October 31, 2015"
32,Others4,287968,112110,400078,44423,17295,61718,-251,1189,938,-39,183,145,452,-73,379,69,-11,58,278454,111843,390297,42692,17148,59840,"October 31, 2015"
,Grand Total,2010657,349750,2360407,310172,53954,364125,2893,10951,13843,446,1689,2136,3757,4750,8507,576,728,1304,1988743,355436,2344179,304914,54495,359409,"October 31, 2015"
