0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on January 31, 2017","AUC as on January 31, 2017","AUC as on January 31, 2017","AUC as on January 31, 2017","AUC as on January 31, 2017","AUC as on January 31, 2017","Net Investment January 16-31, 2017","Net Investment January 16-31, 2017","Net Investment January 16-31, 2017","Net Investment January 16-31, 2017","Net Investment January 16-31, 2017","Net Investment January 16-31, 2017","Net Investment February 01-15, 2017","Net Investment February 01-15, 2017","Net Investment February 01-15, 2017","Net Investment February 01-15, 2017","Net Investment February 01-15, 2017","Net Investment February 01-15, 2017","AUC as on February 15, 2017","AUC as on February 15, 2017","AUC as on February 15, 2017","AUC as on February 15, 2017","AUC as on February 15, 2017","AUC as on February 15, 2017","February 15, 2017"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"February 15, 2017"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"February 15, 2017"
1,Automobiles & Auto Components,144881,317,145199,21365,47,21412,-290,0,-290,-43,0,-43,-557,0,-557,-83,0,-83,145165,317,145482,21692,47,21740,"February 15, 2017"
2,Total Financial Services,470180,34700,504880,69335,5117,74452,1591,1341,2933,235,198,432,1109,873,1981,166,130,296,484008,35615,519623,72327,5322,77649,"February 15, 2017"
2a,Banks,224833,3908,228741,33155,576,33731,544,76,620,80,11,91,462,-69,393,69,-10,59,231856,3834,235690,34647,573,35220,"February 15, 2017"
2b,Other Financial Services1,245347,30792,276139,36180,4541,40721,1048,1265,2313,154,187,341,646,941,1588,97,141,237,252152,31780,283932,37680,4749,42429,"February 15, 2017"
3,Capital Goods,121334,847,122182,17893,125,18018,477,0,477,70,0,70,116,0,116,17,0,17,118260,847,119108,17672,127,17799,"February 15, 2017"
4,Chemicals & Petrochemicals,31747,0,31747,4682,0,4682,-54,0,-54,-8,0,-8,-187,0,-187,-28,0,-28,31779,0,31779,4749,0,4749,"February 15, 2017"
5,Coal,13460,0,13460,1985,0,1985,-35,0,-35,-5,0,-5,21,0,21,3,0,3,13931,0,13931,2082,0,2082,"February 15, 2017"
6,Commercial Services & Supplies,4929,200,5129,727,29,756,59,0,59,9,0,9,-23,0,-23,-3,0,-3,5024,200,5224,751,30,781,"February 15, 2017"
7,Construction Materials,49006,649,49654,7227,96,7322,35,0,35,5,0,5,117,0,117,18,0,18,49386,649,50035,7380,97,7477,"February 15, 2017"
8,Consumer Durables,3394,0,3394,500,0,500,-24,0,-24,-4,0,-4,16,0,16,2,0,2,3438,0,3438,514,0,514,"February 15, 2017"
9,Diversified2,3542,0,3542,522,0,522,10,0,10,1,0,1,115,0,115,17,0,17,3619,0,3619,541,0,541,"February 15, 2017"
10,Diversified Consumer Services,281,0,281,41,0,41,-9,0,-9,-1,0,-1,-9,0,-9,-1,0,-1,265,0,265,40,0,40,"February 15, 2017"
11,"Food, Beverages & Tobacco",94070,89,94159,13872,13,13885,220,0,220,32,0,32,47,0,47,7,0,7,99096,89,99185,14808,13,14822,"February 15, 2017"
12,Forest Materials,1133,0,1133,167,0,167,16,0,16,2,0,2,18,0,18,3,0,3,1257,0,1257,188,0,188,"February 15, 2017"
13,General Industrials,17882,385,18267,2637,57,2694,-72,0,-72,-11,0,-11,213,0,213,32,0,32,19123,385,19508,2858,58,2915,"February 15, 2017"
14,Hardware Technology & Equipment,63,0,63,9,0,9,4,0,4,1,0,1,1,0,1,0,0,0,68,0,68,10,0,10,"February 15, 2017"
15,Healthcare Equipment & Supplies,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"February 15, 2017"
16,Healthcare Services,8717,0,8717,1285,0,1285,-50,0,-50,-7,0,-7,227,0,227,34,0,34,9014,0,9014,1347,0,1347,"February 15, 2017"
17,"Hotels, Restaurants & Tourism",5331,125,5456,786,18,805,-51,0,-51,-8,0,-8,67,0,67,10,0,10,5704,125,5829,852,19,871,"February 15, 2017"
