0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012",Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 16-31 2012,Net  Investment  October 16-31 2012,Net  Investment  October 16-31 2012,Net  Investment  October 16-31 2012,Net  Investment  October 16-31 2012,Net  Investment  October 16-31 2012,"AUC  as on October 31, 2012","AUC  as on October 31, 2012","AUC  as on October 31, 2012","AUC  as on October 31, 2012","AUC  as on October 31, 2012","AUC  as on October 31, 2012","October 31, 2012"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"October 31, 2012"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"October 31, 2012"
1,Automobiles  & Auto Components,52000,0,52000,9789,0,9789,735,0,735,138,0,138,453,0,453,84,0,84,54303,0,54303,10034,0,10034,"October 31, 2012"
2,Total Financial Services,309808,33725,343533,58323,6349,64671,4987,646,5633,939,122,1060,-93,2336,2242,-17,432,414,310381,35737,346119,57353,6604,63957,"October 31, 2012"
2a,Banks,179320,5,179325,33758,1,33759,1607,5,1612,303,1,304,-35,0,-35,-7,0,-7,177985,5,177990,32889,1,32890,"October 31, 2012"
2b,Other  Financial Services1,130488,33720,164208,24565,6348,30913,3379,641,4021,636,121,757,-58,2336,2278,-11,432,421,132396,35732,168128,24465,6603,31067,"October 31, 2012"
3,Capital  Goods,69092,537,69628,13007,101,13108,1012,0,1012,190,0,190,153,31,184,28,6,34,66340,562,66901,12258,104,12362,"October 31, 2012"
4,Chemicals  & Petrochemicals,8621,11,8631,1623,2,1625,157,0,156,29,0,29,-36,0,-36,-7,0,-7,8272,11,8283,1529,2,1530,"October 31, 2012"
5,Coal,13039,0,13039,2455,0,2455,33,0,33,6,0,6,63,0,63,12,0,12,12761,0,12761,2358,0,2358,"October 31, 2012"
6,Commercial  Services & Supplies,5621,0,5621,1058,0,1058,6,0,6,1,0,1,-2,0,-2,0,0,0,5532,0,5532,1022,0,1022,"October 31, 2012"
7,Construction  Materials,28904,60,28964,5441,11,5453,-17,0,-17,-3,0,-3,30,0,30,6,0,6,27751,60,27811,5128,11,5139,"October 31, 2012"
8,Consumer  Durables,9210,0,9210,1734,0,1734,30,0,30,6,0,6,-28,0,-28,-5,0,-5,9151,0,9151,1691,0,1691,"October 31, 2012"
9,Diversified2,2431,0,2431,458,0,458,-38,0,-38,-7,0,-7,-32,0,-32,-6,0,-6,2290,0,2290,423,0,423,"October 31, 2012"
10,Diversified  Consumer Services,752,0,752,142,0,142,-2,0,-2,0,0,0,-4,0,-4,-1,0,-1,677,0,677,125,0,125,"October 31, 2012"
11,"Food,  Beverages & Tobacco",67598,76,67675,12726,14,12740,466,0,466,88,0,88,191,0,191,35,0,35,67120,76,67196,12403,14,12417,"October 31, 2012"
12,Forest  Materials,432,0,432,81,0,81,-5,0,-5,-1,0,-1,3,0,3,1,0,1,447,0,447,83,0,83,"October 31, 2012"
13,General  Industrials,6290,0,6290,1184,0,1184,71,0,71,13,0,13,-40,0,-40,-7,0,-7,5996,0,5996,1108,0,1108,"October 31, 2012"
14,Hardware  Technology & Equipment,273,0,273,51,0,51,-2,0,-2,0,0,0,1,0,1,0,0,0,264,0,264,49,0,49,"October 31, 2012"
